Timestamp,Source IP,Destination IP,Protocol,Src Port,Dst Port,Size
2025-07-07 22:03:39,52.21.117.64,192.168.50.143,TCP,443,63500,66
2025-07-07 22:03:39,192.168.50.143,66.241.125.92,TCP,59959,443,54
2025-07-07 22:03:39,192.168.50.143,66.241.125.92,TCP,62181,443,54
2025-07-07 22:03:39,66.241.125.92,192.168.50.143,TCP,443,59959,60
2025-07-07 22:03:39,66.241.125.92,192.168.50.143,TCP,443,62181,60
2025-07-07 22:03:39,192.168.50.143,54.225.15.116,TCP,60721,443,85
2025-07-07 22:03:39,192.168.50.143,98.83.83.141,TCP,63501,443,54
2025-07-07 22:03:39,192.168.50.143,98.83.83.141,TCP,63501,443,78
2025-07-07 22:03:39,192.168.50.143,98.83.83.141,TCP,63501,443,54
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,60
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,78
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,449
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,233
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,60
2025-07-07 22:03:39,34.197.100.237,192.168.50.143,TCP,443,63499,66
2025-07-07 22:03:39,54.221.93.147,192.168.50.143,TCP,443,63490,66
2025-07-07 22:03:39,192.168.50.143,3.212.196.2,TCP,63492,443,54
2025-07-07 22:03:39,3.212.196.2,192.168.50.143,TCP,443,63492,85
2025-07-07 22:03:39,3.212.196.2,192.168.50.143,TCP,443,63492,363
2025-07-07 22:03:39,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:39,192.168.50.143,98.83.83.141,TCP,63501,443,1400
2025-07-07 22:03:39,192.168.50.143,98.83.83.141,TCP,63501,443,54
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,117
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,1494
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,1494
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,1494
2025-07-07 22:03:39,98.83.83.141,192.168.50.143,TCP,443,63501,60
2025-07-07 22:03:38,35.174.39.78,192.168.50.143,TCP,443,63498,66
2025-07-07 22:03:38,-,-,OTHER,-,-,78
2025-07-07 22:03:38,44.199.37.138,192.168.50.143,TCP,443,63489,66
2025-07-07 22:03:38,192.168.50.143,98.83.83.141,TCP,63501,443,571
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63494,443,54
2025-07-07 22:03:38,192.168.50.143,98.83.83.141,TCP,63501,443,54
2025-07-07 22:03:38,192.168.50.143,3.218.172.239,TCP,61908,443,54
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63492,443,104
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,89
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63494,116
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63494,233
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63494,60
2025-07-07 22:03:38,98.83.83.141,192.168.50.143,TCP,443,63501,66
2025-07-07 22:03:38,34.193.232.92,192.168.50.143,TCP,443,63497,66
2025-07-07 22:03:38,44.223.162.153,192.168.50.143,TCP,443,63487,66
2025-07-07 22:03:38,3.218.172.239,192.168.50.143,TCP,443,61908,85
2025-07-07 22:03:38,3.218.172.239,192.168.50.143,TCP,443,61908,619
2025-07-07 22:03:38,52.21.117.64,192.168.50.143,TCP,443,63486,66
2025-07-07 22:03:38,3.218.172.239,192.168.50.143,TCP,443,61908,89
2025-07-07 22:03:38,52.21.117.64,192.168.50.143,TCP,443,63500,66
2025-07-07 22:03:38,54.221.93.147,192.168.50.143,TCP,443,63496,66
2025-07-07 22:03:38,34.197.100.237,192.168.50.143,TCP,443,63485,66
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,-,-,OTHER,-,-,78
2025-07-07 22:03:38,-,-,OTHER,-,-,78
2025-07-07 22:03:38,-,-,OTHER,-,-,70
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63494,443,118
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63492,443,5814
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63494,443,54
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63494,443,54
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63494,443,66
2025-07-07 22:03:38,192.168.50.143,3.212.196.2,TCP,63494,443,66
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63494,103
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63494,1494
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,125
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,233
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
2025-07-07 22:03:38,3.212.196.2,192.168.50.143,TCP,443,63492,60
