Timestamp,Source IP,Destination IP,Protocol,Src Port,Dst Port,Size
2025-07-08 17:41:19,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:19,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:19,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:19,-,-,OTHER,-,-,78
2025-07-08 17:41:18,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:18,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:18,192.168.49.46,224.0.0.251,DNS,5353,5353,119
2025-07-08 17:41:18,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:18,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:18,192.168.50.142,224.0.0.251,DNS,5353,5353,119
2025-07-08 17:41:18,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:18,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:18,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:18,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:17,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:17,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:17,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:17,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:17,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:17,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:17,192.168.48.143,192.168.51.255,UDP,50986,1947,82
2025-07-08 17:41:17,192.168.48.143,255.255.255.255,UDP,50987,1947,82
2025-07-08 17:41:16,192.168.50.142,224.0.0.251,DNS,5353,5353,119
2025-07-08 17:41:16,192.168.50.142,224.0.0.251,DNS,5353,5353,103
2025-07-08 17:41:16,52.109.56.128,192.168.50.143,TCP,443,50229,60
2025-07-08 17:41:16,-,-,OTHER,-,-,86
2025-07-08 17:41:16,192.168.50.143,52.109.56.128,TCP,50229,443,54
2025-07-08 17:41:16,192.168.50.143,52.109.56.128,TCP,50229,443,54
2025-07-08 17:41:16,52.109.56.128,192.168.50.143,TCP,443,50229,60
2025-07-08 17:41:16,52.109.56.128,192.168.50.143,TCP,443,50229,93
2025-07-08 17:41:15,-,-,OTHER,-,-,78
2025-07-08 17:41:15,-,-,OTHER,-,-,78
2025-07-08 17:41:15,-,-,OTHER,-,-,86
2025-07-08 17:41:14,-,-,OTHER,-,-,86
2025-07-08 17:41:14,-,-,OTHER,-,-,86
2025-07-08 17:41:13,-,-,OTHER,-,-,86
2025-07-08 17:41:13,-,-,OTHER,-,-,86
2025-07-08 17:41:11,-,-,OTHER,-,-,78
2025-07-08 17:41:11,-,-,OTHER,-,-,78
2025-07-08 17:41:11,-,-,OTHER,-,-,78
2025-07-08 17:41:10,52.109.52.84,192.168.50.143,TCP,443,50233,60
2025-07-08 17:41:10,192.168.50.143,40.126.18.32,TCP,50191,443,55
2025-07-08 17:41:10,192.168.51.92,224.0.0.251,DNS,5353,5353,119
2025-07-08 17:41:09,192.168.50.143,224.0.0.22,2,-,-,54
2025-07-08 17:41:07,192.168.50.143,224.0.0.22,2,-,-,54
2025-07-08 17:41:07,192.168.49.54,224.0.0.251,DNS,5353,5353,103
2025-07-08 17:41:06,-,-,OTHER,-,-,78
2025-07-08 17:41:06,192.168.9.44,239.255.255.250,UDP,41199,1900,442
2025-07-08 17:41:06,192.168.9.44,239.255.255.250,UDP,41199,1900,442
2025-07-08 17:41:06,192.168.9.42,239.255.255.250,UDP,56064,1900,442
2025-07-08 17:41:06,192.168.9.44,239.255.255.250,UDP,43420,1900,432
2025-07-08 17:41:06,192.168.9.42,239.255.255.250,UDP,56064,1900,442
2025-07-08 17:41:06,-,-,OTHER,-,-,78
2025-07-08 17:41:06,-,-,OTHER,-,-,78
